POSIX,source,app,x_x0,y_y0,t_t0
1491036047,96,5,0.551214006838745,-0.624805578400898,0
1491055045,94,5,0.649776185937848,-0.62706856276223,0
1491058394,54,5,0.635933817980256,-0.737805052653215,0
1491121359,42,5,0.688779604026134,-0.533603242691597,0
1491142182,20,5,0.622102619385024,-0.777652476768974,0
1491157950,38,5,0.757540817744202,-0.903150925674989,0
1491163425,135,5,0.742715721268226,-0.834398569912819,0
1491171463,16,5,0.70594111593601,-0.585139192875312,0
1491172398,78,5,0.655052220918796,-0.648108788487598,0
1491217031,48,5,0.656236427640612,-0.860904176375191,0
1491226961,2,5,0.564144974173299,-0.792476227516584,0
1491245079,44,5,0.526789950653876,-0.90057624276698,0
1491306645,99,5,0.74234414185196,-0.583556875668082,0
1491316264,130,5,0.625609351352346,-0.643776677479039,0
1491398227,117,5,0.534313351591926,-0.564347849989697,0
1491488545,74,5,0.790535541190398,-0.659876066783484,1
1491601203,106,5,0.751592904543724,-0.614473466564091,0
1491638553,56,5,0.584780779224134,-0.837559626408782,0
1491647226,102,5,0.657848541907576,-0.753855999624846,0
1491660374,9,5,0.733596358689459,-0.712027411435385,0
1491726544,131,5,0.592309331075583,-0.75417119881293,0
1491756164,141,5,0.739878097325159,-0.541810328668183,0
1491775503,114,5,0.737463941498075,-0.699547200174636,0
1491816655,119,5,0.718935860696292,-0.924774782655912,0
1491817036,53,5,0.646403517180741,-0.699472479685961,0
1491928788,30,5,0.697527795488934,-0.498409928175566,1
1492007273,70,5,0.562607266916042,-0.641027365389756,0
1492072585,25,5,0.717024140975426,-0.890057995493498,0
1492161000,69,5,0.778944681716846,-0.630504291572227,0
1492171756,146,5,0.581608670835784,-0.665193031230549,0
1492243805,48,5,0.858948007633875,-0.740861195328594,0
1492254026,141,5,0.783710777486834,-0.599830966245156,0
1492268435,123,5,0.546122086592266,-0.732727132080849,0
1492273346,130,5,0.797832453312932,-0.51858309864404,0
1492341429,8,5,0.544428725659251,-0.715238525235953,0
1492342074,70,5,0.725994172510532,-0.765934857154051,0
1492351832,119,5,0.827633778456531,-0.684992735311485,0
1492367883,125,5,0.842242393315241,-0.767135964190228,0
1492382584,11,5,0.790702238173181,-0.725386415523964,0
1492444968,140,5,0.645823009622489,-0.679927696005317,0
1492540048,55,5,0.688800840008454,-0.672896917000305,0
1492638757,3,5,0.631999530925931,-0.720850881699469,0
1492708441,44,5,0.854343672446065,-0.841505319388079,0
